15,561616.1575,560045.0725,-279764.8451,245,
29,561113.5526,558792.861,-279002.5711,365,
29,561171.1967,558850.5051,-279031.3932,365,
29,561187.9933,558867.3017,-279039.7915,365,
30,561185.1227,558839.6876,-279021.3238,369,
2,566486.8478,565678.7933,-282711.1619,125,
22,561026.359,559122.4816,-279244.2668,298,
20,561279.8832,559469.9217,-279434.9003,283,
25,561288.3024,559191.0216,-279243.2375,329,
23,561210.6243,559213.0479,-279272.528,313,
