5,8132.4912,7892.8797,-3886.5664,55,
10,8120.2921,7876.5172,-3877.2,56,
3,8279.3495,8035.5746,-3956.7287,56,
7,8132.4906,7892.879,-3886.5661,55,
16,8149.4093,7905.6344,-3891.7586,56,
19,8088.9378,7841.0071,-3858.2559,57,
13,8111.5216,7867.7467,-3872.8147,56,
13,8170.0541,7885.0656,-3869.412,66,
17,8088.884,7840.9533,-3858.229,57,
17,8088.8353,7840.9046,-3858.2047,57,
3,8281.2386,8045.7979,-3964.207,54,
5,8132.4905,7892.879,-3886.5661,55,
17,8088.3419,7840.4112,-3857.958,57,
2,8872.1858,8640.9233,-4262.9475,53,
20,8098.0924,7850.1616,-3862.8332,57,
18,8194.3918,7881.0213,-3858.7126,73,
15,8113.5769,7865.6462,-3870.5755,57,
3,8282.1033,8046.6626,-3964.6394,54,
14,8109.7123,7865.9374,-3871.9101,56,
9,8119.774,7875.9991,-3876.9409,56,
