21,1185023.4739,1182863.0431,-591125.195,298,
18,1185397.2915,1183344.7928,-591381.8962,283,
30,1184391.2148,1181735.4466,-590488.0205,367,
28,1184551.6161,1181996.1973,-590633.3607,353,
2,1193959.6806,1193107.4569,-596435.4598,117,
26,1185064.9025,1182466.4671,-590862.087,359,
30,1184491.9284,1181800.3403,-590515.1132,372,
30,1184491.746,1181800.1579,-590515.022,372,
30,1184414.0729,1181722.4848,-590476.1855,372,
30,1184418.995,1181720.244,-590473.9937,373,
