3,11112.502,10764.4911,-5288.8452,82,0.08446190546627667,0.09711094628847772,0.012845668435776725,0.08010808440061272,0.06609602696681413,0.04388400943512798,0.10593687753249854,0.02040030070678873,0.04373579315192243,0.047352446017321054,0.07082503350324988,0.0626380625714985,0.045353942428766655,0.02745978090342367,0.010466378366517056,0.03756854953082307,0.0214861643509228,0.002936040229929646,0.07464419249667485,0.029181629914208643,0.015508167302368583
4,11177.5225,10752.6849,-5256.1345,102,0.06110343972342119,0.0645086484030041,0.02282522464383022,0.07018292951225912,0.07775212979280334,0.015677056490665055,0.07050531448880618,0.0265769004785099,0.04168718601455448,0.05872099218605479,0.019600160540499248,0.06105533528657861,0.03020649196183861,0.05692696589816423,0.013333282510917387,0.05856466449368028,0.005974123332196794,0.07150685201070021,0.04294141901322771,0.07268861444983817,0.05766226876845038
2,11576.2692,11232.1937,-5523.9898,81,0.07752736593442176,0.07210527121577877,0.0194407781430528,0.003730441772511596,0.07192403773340852,0.04351076224209222,0.048474067875138506,0.07675434530439001,0.052609680140397984,0.034620515897795794,0.01928179453717693,0.05293821131905684,0.06828200741177243,0.03262105056887775,0.059078685702792094,0.05587425000166429,0.057161014070118414,0.053294273944701764,0.022328818430436635,0.02507392193028744,0.0533687058241274
17,11576.2692,11232.1937,-5523.9898,81,0.007702304297051327,0.0714657233589969,0.009933597756337209,0.02442403584094094,0.0853553014622689,0.03663998102496622,0.05558384268261853,0.0010472496349192913,0.06636527631522554,0.04321849858840988,0.05063786138268213,0.05195287702983863,0.0557603754130072,0.034547155600090015,0.05166490843550742,0.026864767320534066,0.08433170276591109,0.07831824195109974,0.0341864247606637,0.08059013556736583,0.049409738811565386
9,10491.4303,9786.01,-4632.6384,188,0.06854907248872445,0.10294312202855048,0.05293436395840908,0.09120173848702305,0.0272839029215445,0.08470586237036719,0.03717017991932945,0.02260410889400123,0.0406380850480554,0.04329503026024,0.07382445638022046,0.030921931529201935,0.02438205379179289,0.026796359201356378,0.03760429070034339,0.03523618846359768,0.05302389453398702,0.04705142580768273,0.06616506273633109,0.007062682263206967,0.026606188216034526
9,10441.3938,9783.9112,-4663.058,171,0.057027077513628184,0.0866649517278741,0.04407777416218126,0.07855725622642944,0.044440813678501424,0.08040063561066135,0.07189122352493944,0.01145461276696715,0.07252204807983342,0.004345915863065983,0.07723160843438061,0.035639440603109536,0.0026664832086692094,0.052670960442399536,0.051568820778260895,0.042670817534625954,0.04481938393235166,0.03592068434110825,0.05134137990322921,0.03552287987757792,0.018565231790205416
16,10441.3938,9783.9112,-4663.058,171,0.04464587006012224,0.07487738450605277,0.03656853957087147,0.09364980781038389,0.019211089921845937,0.07146579852016836,0.028170441706848622,0.016664288093426825,0.039325789802598335,0.02472778866672088,0.05441621916771863,0.04721586660064872,0.02623255841446034,0.047432008690795564,0.07167788564247883,0.004756157167463488,0.08545591837875756,0.060992788032209706,0.06567166946296421,0.04663531672211236,0.0402068130613512
15,10440.4761,9635.1227,-4466.9364,231,0.08042667007138325,0.09250797579986424,0.04296919357641183,0.08645202616526011,0.040891778873929224,0.062267133601471084,0.05929194189111422,0.04660284933769406,0.04221842269288541,0.010729447246356312,0.07179896549339808,0.025415257485851904,0.0012303781040408851,0.07569484708362814,0.04748801031195525,0.011802360379500177,0.05652891831879895,0.005419489915861931,0.02703509708603693,0.0799632819688446,0.03326595459571338
17,10472.1967,9624.2653,-4398.0094,257,0.031185470394912748,0.08327066288387569,0.06834306323048779,0.10629987919195079,0.006882255978491717,0.10235311340286807,0.047322133325768866,0.0106614328591452,0.12166815042354209,0.02484161593128252,0.07067716189013895,0.07235084058889922,0.0070692992746888075,0.01411510760774149,0.02696436128567582,0.06054245475025173,0.0002674274305557489,0.012968394617574142,0.10477561258506073,0.02019851806002967,0.007243044287058282
10,10629.913,9924.4928,-4701.8798,188,0.002434776624962518,0.07986147670966251,0.004198729222639281,0.08982575991155257,0.004956988505859238,0.10651270636660577,0.0302193753249627,0.04165517589184433,0.012107640668848707,0.03735528734791574,0.102779455765726,0.059626609793302775,0.004050039405244276,0.06568159746771342,0.10351344919791933,0.0034847965270708567,0.03182420394925668,0.010427855291343201,0.1041043518265928,0.07392299795237263,0.03145672624860463
